Department,Month,Revenue,Expenses,Profit/Loss,Budget Allocation,Forecasted Growth %,Risk Flag
Space Exploration,,3014746,3452633,-437887,2310267.79769114,-1.84,Low
Defense Systems,Sep-24,3577275,9819573,-6242298,2563520.422379364,13.28,Low
Cybersecurity,Apr-24,8942102,10622106,-1680004,-,4.46,Medium
,Mar-24,10550599,5974862,4575737,9302852.549159266,,Medium
Tech Innovation,May-24,6515264,,-4109514,6005967.473401264,8.3,Low
R&D,Sep-24,10993668,10769645,224023,10136921.86932148,nil,Medium
Space Exploration,Sep-24,8662686,4714594,3948092,6867822.866550417,0.07,Low
Space Exploration,Jan-24,10296247,-,2876042,8602849.70543948,13.06,nil
Defense Systems,Jun-24,6819348,7008768,-189420,,5.1,Low
Tech Innovation,Jan-24,3809807,5184256,-1374449,2876566.702670857,,High
,Aug-24,10471854,2767434,7704420,12227691.44718519,7.79,High
Administration,Apr-24,,-,5734603,8176035.831056239,7.36,Medium
Administration,Sep-24,-,2727968,3761347,5614254.508097006,,High
Tech Innovation,Mar-24,10160711,3329164,6831547,10169118.90179492,6.75,Medium
Defense Systems,Jun-24,2469811,1597022,872789,1841181.186531052,,Low
Space Exploration,Mar-24,,5507081,-2946770,2353225.664327082,2.59,Low
Defense Systems,Jun-24,10175926,10853944,-678018,7467122.266273605,5.37,High
Medical Research,May-24,2986594,10408800,-7422206,2762987.600558456,-3.51,High
Defense Systems,Nov-24,11924149,-,3141844,12329572.07623562,,High
Defense Systems,Sep-24,9509748,9421395,88353,8352053.851356299,-3.08,Medium
R&D,Jan-24,2356132,7554210,-5198078,2252236.331883751,-2.78,High
Energy Production,Dec-24,11115717,3047888,8067829,11911903.1711342,10.32,High
Energy Production,Mar-24,5184968,8843295,-3658327,5785612.841634472,14.75,Low
Tech Innovation,Aug-24,10570836,2822088,7748748,12182734.37083211,14.4,Medium
Defense Systems,Dec-24,4703410,3091721,1611689,5196428.915553856,9.75,
Energy Production,May-24,,,-4952307,3577304.875045937,,Low
R&D,Jul-24,11760055,10719459,1040596,12974202.34424667,0.74,Low
Cybersecurity,Feb-24,3764266,3832159,-67893,3621950.666805789,-1.02,High
Tech Innovation,Aug-24,10036766,5731119,4305647,8728490.961605262,-3.39,High
Medical Research,Jun-24,2033557,8195674,-6162117,1797753.219428904,14.79,High
Tech Innovation,,,10099179,-2429387,8278787.508407155,-2.65,Low
,Nov-24,8078029,5949676,2128353,9490534.921567984,2.81,Medium
Medical Research,Dec-24,,10309426,-4496021,5733169.341885,1.24,Medium
Space Exploration,-,2992132,6878767,-3886635,2878762.937150469,5.14,High
Medical Research,Jan-24,5193260,6553302,-1360042,5054748.828596387,13.92,Low
Defense Systems,Oct-24,10286753,5250014,5036739,10510055.73650702,2.28,High
Tech Innovation,Mar-24,10154288,5394368,4759920,8598269.537697222,-1.01,-
Medical Research,Apr-24,6915206,5385380,1529826,nil,8.84,Medium
Medical Research,Apr-24,7455946,9494454,-2038508,7712137.784361107,4.11,-
R&D,-,2289324,3380064,-1090740,1701413.163042223,-0.11,Medium
Tech Innovation,Jan-24,3089188,4966669,-1877481,3601092.540173761,1.2,nil
Energy Production,Sep-24,2616437,8975557,-6359120,,1.33,Low
Energy Production,Mar-24,9479614,8792686,686928,9188141.298846556,8.51,Low
R&D,Oct-24,nil,8479380,1799360,8009652.188661053,-,High
,Jul-24,,10292760,367199,10179087.07102987,-0.33,Medium
R&D,Jul-24,9211585,6330932,2880653,9541718.02016389,-2.06,Low
Defense Systems,Apr-24,11195173,3464927,,11886812.85165435,9.76,High
Energy Production,Sep-24,3435167,,-6923011,3104696.473853892,11.68,High
Cybersecurity,Jul-24,4395110,9191320,-4796210,,-1.29,Medium
Administration,Jul-24,9616962,3961220,5655742,7297082.227607142,-3.11,Medium
R&D,Nov-24,8959393,10221366,-1261973,8714602.161399648,9.29,High
Administration,Oct-24,9050681,4170963,4879718,9057255.84700335,4.11,High
Tech Innovation,Aug-24,4732197,6538165,-1805968,5425300.244148438,8.14,Medium
Medical Research,,7086431,5158232,1928199,6860516.542880132,,Medium
Space Exploration,Jul-24,2251916,9913339,-7661423,1860310.24716952,nil,High
Cybersecurity,Feb-24,9537148,2620175,,11170726.81992452,7.76,Low
Administration,Jan-24,3031368,10397588,-7366220,3107379.891861764,-3.98,Low
Energy Production,Apr-24,11673420,10229686,1443734,9109484.61716163,-3.96,Low
Medical Research,May-24,3195458,7587454,-4391996,3552680.548290412,2.67,Low
Space Exploration,Dec-24,11617135,,4809446,13475283.50943001,7.57,High
Administration,Jul-24,11054167,8596565,2457602,10876772.49497583,-3.09,High
R&D,Oct-24,,6950183,-,3661962.954345901,10.62,Medium
Administration,Nov-24,3890636,1991164,,2817277.159899971,-4.17,High
Space Exploration,Sep-24,11254505,6063112,5191393,11931291.63791082,5.24,High
-,Jan-24,5389048,4713782,675266,3848102.632581315,-2.96,Medium
Space Exploration,Sep-24,4553956,4430949,123007,4933511.307158394,-4.18,High
R&D,Aug-24,10087254,2302187,7785067,10554442.67710841,-,High
R&D,Sep-24,8555351,1500260,7055091,9654006.840720007,1.72,Low
Defense Systems,Aug-24,,3877266,113342,2964648.434587123,10.92,High
Cybersecurity,Apr-24,5340183,6727659,-1387476,4316833.2554813,9.04,Low
R&D,May-24,8901990,3790219,5111771,6755031.026228273,13.39,Low
Space Exploration,Jan-24,3113676,6536749,-3423073,3399992.480575482,6.39,Medium
R&D,Sep-24,9695031,8629974,,9650446.26700391,2.94,Low
,Apr-24,4345757,8292418,-3946661,3626873.702067216,5.96,High
Energy Production,Jul-24,11901796,7450664,4451132,13521985.43991147,11.93,Low
,Jan-24,9160618,5188008,3972610,8454783.44859857,-3.24,
Space Exploration,Aug-24,4125972,,-6775907,4189499.738155711,-2.01,High
Space Exploration,Dec-24,3449872,8634428,-5184556,2938174.491616409,-3.16,Low
Space Exploration,Jun-24,6555116,6569540,-14424,5203879.973218958,4.72,Low
Administration,Nov-24,6863415,9803214,-2939799,6228031.63294666,-0.84,Medium
Medical Research,May-24,10308968,3162656,,12041819.2173567,-1.54,High
nil,Sep-24,10416508,4744213,5672295,8367138.582151908,,
Space Exploration,-,3215288,2366222,849066,2690236.798772154,3.1,High
Medical Research,Feb-24,9393167,3374183,6018984,7509054.924401549,13.8,High
Defense Systems,Sep-24,4047490,10199629,-6152139,3650611.525902336,10.84,Low
Administration,Mar-24,8288265,5931616,2356649,8324432.695482505,4.44,Low
Medical Research,May-24,10007756,6725416,3282340,8742199.826864593,-0.01,Low
Space Exploration,Nov-24,6943145,10813838,-,7109271.523285625,,High
Medical Research,Jun-24,3948964,10447674,-6498710,4064169.261602667,8.79,nil
,Jun-24,6223819,3956906,,6660012.439834511,,High
R&D,Nov-24,3428678,2886859,541819,2532549.047526852,1.69,Medium
Administration,Aug-24,8756103,4678011,4078092,8716051.011554936,14.25,High
Cybersecurity,May-24,,5015594,-1543605,2875433.33059858,,Medium
Medical Research,Jan-24,7774871,7691896,82975,8776011.117148025,8.59,-
R&D,Jun-24,,8068909,2504464,9949594.451606998,-4.18,High
R&D,Oct-24,6933120,5923240,1009880,6380737.934802853,-4.77,Low
Cybersecurity,Jan-24,-,,2218936,8348814.152750424,13.91,High
Defense Systems,Jun-24,3161512,8237466,-5075954,3708864.801292912,13.23,Medium
Defense Systems,Dec-24,10439349,10840028,-400679,9018330.368514555,-1.51,Medium
Tech Innovation,Oct-24,6498178,2625215,3872963,nil,9.43,High
Space Exploration,Aug-24,5364144,5501888,-137744,5217600.383496169,2.65,High
Cybersecurity,Dec-24,6352477,10496353,-4143876,7502793.993681446,-1.45,Medium
Cybersecurity,Apr-24,8860216,6287292,2572924,9014183.40500246,-0.33,High
,Oct-24,8854613,10376226,-1521613,9999198.874948036,3,High
Defense Systems,Apr-24,4579288,2802029,1777259,,6.71,Low
Defense Systems,Oct-24,9052483,9571334,-518851,6779980.739161721,9.87,High
Space Exploration,Jun-24,5927440,9044697,-3117257,5649280.552172029,9.38,High
Energy Production,Mar-24,2946306,2040020,-,3119084.072368486,5.74,High
Medical Research,Aug-24,10433191,10513781,-80590,7882789.511826326,2.19,Low
R&D,Oct-24,5642663,2783228,,5237490.858097775,8.59,Medium
,Jul-24,5516945,8143671,-2626726,-,-1.68,-
R&D,Sep-24,7375976,10568044,-3192068,6633581.42556166,8.12,Medium
Administration,Dec-24,11865972,7346440,4519532,14117690.69006518,4.4,Low
Space Exploration,Apr-24,10975883,8530107,2445776,7937834.918896288,11.18,High
Defense Systems,Sep-24,7927440,2973914,4953526,9511595.023057774,7.63,Low
Cybersecurity,Dec-24,7620503,8676701,-1056198,6174865.972167553,14.36,Medium
Space Exploration,nil,3370010,2686695,683315,nil,0.83,High
Tech Innovation,Oct-24,4319564,9194688,-4875124,3985830.458279629,12.62,Medium
Cybersecurity,Sep-24,9942012,7143118,2798894,7366283.209544837,-4.79,Medium
Defense Systems,Nov-24,9817976,9415085,402891,11461922.76945995,12.01,Low
R&D,Apr-24,2080716,8254045,-6173329,2455764.051356385,8.55,Low
Cybersecurity,nil,3599219,6262577,-2663358,3728354.881149216,6.74,-
Space Exploration,Oct-24,6307842,7135670,-827828,,12.96,Low
Medical Research,Nov-24,5774878,3634571,2140307,6623398.75197117,2.55,Low
Energy Production,Dec-24,9960800,,7273286,8509028.49919818,6.46,Medium
,Dec-24,11690162,,8731176,8438778.174020128,14.79,Medium
Defense Systems,Jul-24,11134633,10140574,994059,12240837.03735192,nil,Low
Cybersecurity,nil,11520243,3113631,8406612,13098323.69772459,-0.07,Low
Cybersecurity,Jul-24,11278468,7464629,3813839,12806722.93160969,3.89,Medium
R&D,Jun-24,,1590321,2362626,3216085.620722302,,High
Energy Production,Feb-24,4768869,2787349,1981520,,9.77,Medium
Defense Systems,Dec-24,4897020,6331950,-1434930,5127354.607242679,5.34,Low
Tech Innovation,Oct-24,6552145,4045651,2506494,5651885.217586624,10.84,Low
Defense Systems,Apr-24,3169198,2131913,,3213480.755410262,3.62,Medium
R&D,Jul-24,9412596,10898229,-1485633,9645692.79461233,6.44,High
Space Exploration,Dec-24,11737828,10886077,851751,11795567.55845733,nil,Medium
Medical Research,May-24,9890772,1616847,8273925,8390484.89435908,10.74,High
,Nov-24,4534445,7826387,-3291942,5035769.596029332,-,High
Space Exploration,May-24,9403486,7888092,1515394,7186729.128887993,11.43,High
Medical Research,Dec-24,11217970,4445459,6772511,9539418.34737313,-,High
Energy Production,Dec-24,-,2433633,891440,2783752.117115874,11.93,Medium
R&D,Feb-24,5432263,7071716,-1639453,4077766.49629666,9.74,Low
Energy Production,Mar-24,7250286,4336486,2913800,6095880.20773572,-1.26,Low
Administration,Oct-24,5578918,10933795,-5354877,5097790.129439389,3.35,High
Medical Research,Apr-24,3155812,4926919,,3207879.381962706,1.79,High
Cybersecurity,Oct-24,4209516,1588604,2620912,3228985.702744492,-1.86,-
Medical Research,Feb-24,10917761,8880726,2037035,9468408.848669859,7.75,Medium
Cybersecurity,Jan-24,7100082,4627095,2472987,,4.38,Low
Defense Systems,May-24,2009048,10822649,-8813601,2037016.113757408,7.24,Low
Cybersecurity,Sep-24,2368514,-,-3145536,1981534.223956106,6.43,
Administration,Sep-24,8046224,1938994,6107230,8094450.672441198,14.75,Medium
Medical Research,Apr-24,2163080,8029694,-5866614,1886245.729837524,13.77,High
R&D,Nov-24,11995053,6613223,5381830,11418553.6921199,10.46,High
Tech Innovation,Jun-24,9181671,3934591,5247080,9091875.182989523,13.21,High
Medical Research,-,7490821,2159838,5330983,,2.09,Medium
Administration,Apr-24,nil,10239613,-2568196,5799757.689614805,14.9,
Space Exploration,Feb-24,5615769,9279921,-3664152,5325609.099643223,6.12,Low
R&D,Feb-24,11426335,9068762,2357573,11098128.99930564,4.71,Low
Energy Production,Feb-24,11829687,5783030,6046657,,5.12,Medium
Medical Research,Oct-24,,8341068,-768821,-,-3.11,Medium
Tech Innovation,Mar-24,2581941,10665705,-8083764,2401116.014215711,9.94,Low
Energy Production,Nov-24,7602160,6831710,770450,5424730.394741354,1.4,Low
Defense Systems,Feb-24,7857077,4168022,3689055,8512028.68356407,14.68,Low
Defense Systems,Jan-24,4037341,5357019,-1319678,3697236.040289871,9.27,Medium
Energy Production,Jan-24,5632632,8520273,-2887641,,7.05,High
Energy Production,May-24,6155167,5603238,551929,7291903.106943746,-2.64,High
Tech Innovation,Oct-24,3594336,3515265,79071,4027011.116210057,6.04,Medium
Cybersecurity,Jul-24,5587434,4251715,1335719,4724899.775791808,14.35,High
Cybersecurity,Jun-24,2051534,2719160,-667626,1705422.161806067,,Medium
R&D,nil,6311813,7996133,-1684320,-,5.92,High
Defense Systems,Feb-24,11049482,7375823,3673659,10824685.37771787,4.97,High
Medical Research,Sep-24,6855503,5842198,1013305,6659830.125195462,,High
,Jan-24,9522519,9873383,-350864,7619386.860113011,4.13,Low
Defense Systems,Apr-24,10113925,4170187,5943738,9530318.553076068,6.89,Low
Cybersecurity,Jul-24,11811238,3339405,8471833,12975618.35969742,10.84,-
Medical Research,Jul-24,7552624,6052789,1499835,6599042.146461637,5.43,High
Tech Innovation,Apr-24,11925923,7564105,4361818,12587362.81731004,14.72,Low
R&D,Dec-24,10492441,3184271,,11984637.76936853,5.25,Medium
Energy Production,Nov-24,3345623,5621231,-2275608,3489768.305034887,0.35,Low
Medical Research,May-24,-,3617774,3216624,7736467.203576015,14.11,High
R&D,Mar-24,8386553,2838595,5547958,8732208.467491364,9.61,-
Energy Production,Jul-24,2425171,2452241,-27070,1833203.594537761,6.16,High
Cybersecurity,,7436317,3301244,4135073,6147114.962932965,13.68,High
Tech Innovation,Jan-24,5966587,6463796,-497209,6274311.611967993,5.11,Low
Tech Innovation,Jul-24,3499874,6902705,-3402831,3096560.061583985,-0.34,Low
Cybersecurity,Aug-24,7724743,5482467,2242276,-,10.3,High
Defense Systems,Nov-24,3608230,6330122,-2721892,3770553.617344982,7.82,Low
Defense Systems,Mar-24,10614858,,8935946,11142459.33936717,-3.17,Low
Cybersecurity,Sep-24,3872785,8835323,-4962538,4165874.824711058,7.06,High
Tech Innovation,May-24,3536866,10732947,-7196081,3652185.707710002,14.41,Low
Space Exploration,Apr-24,2928385,1846524,1081861,2288948.10807252,-3.59,Low
Defense Systems,Mar-24,3543750,5833083,-2289333,4087735.292886695,-2.69,
Cybersecurity,Jun-24,4400265,8168416,-3768151,4319863.411500623,-,
Tech Innovation,Aug-24,4769707,8027206,-3257499,3984389.593719032,-4.49,High
Defense Systems,Apr-24,4941355,10375829,-5434474,4295206.817153562,6.18,Medium
Medical Research,Jul-24,11036572,3047958,7988614,11508417.06159018,12.27,Low
Cybersecurity,Aug-24,nil,6591525,742303,,2.4,High
R&D,Mar-24,4455630,5795211,-1339581,3888995.549341577,1.6,Medium
Tech Innovation,Jul-24,11927107,5327690,6599417,10651274.91149379,-0.31,Low
,Mar-24,6482676,5151563,1331113,6160145.044538474,-4.62,Medium
Energy Production,nil,6739171,6097058,642113,5053715.755099125,8.92,Low
Energy Production,Jan-24,4745415,8680805,-,4989903.913974187,13.22,Medium
Energy Production,Apr-24,6422192,-,-4150525,5560735.643426265,11.69,High
,Jan-24,3769345,6138364,,3071536.473068806,8.65,Low
Cybersecurity,Jan-24,2213725,,-7853131,2352352.630150028,-2.97,Low
Defense Systems,Mar-24,9865190,8858766,1006424,11577204.89159448,5.23,-
Tech Innovation,Nov-24,2117910,1676811,441099,1997457.495252523,4.9,High
Space Exploration,Nov-24,7207098,3089606,4117492,6231126.635192069,-4.35,
Medical Research,Jan-24,4486689,,-224953,3413413.364035694,8.48,Medium
Administration,Jun-24,-,8620503,-3383479,4578192.940274787,2.17,Medium
Space Exploration,May-24,11099473,6575060,4524413,12466374.97660382,,Medium
Space Exploration,Jan-24,10052531,2032492,8020039,10429507.91587745,11.07,Medium
Tech Innovation,Nov-24,4335331,2814891,1520440,4112506.403459023,6.04,Medium
Tech Innovation,Jun-24,11804173,6477742,5326431,12644029.98990129,14.04,High
Energy Production,Jun-24,6662840,5051774,1611066,7866527.247972899,8.83,Medium
Medical Research,nil,8628419,7741749,886670,7622678.868118539,14.68,Medium
Defense Systems,,3831557,6886178,-3054621,4150861.7460644,,
Administration,Sep-24,3100018,5721236,-2621218,-,2.01,Low
Defense Systems,Jun-24,4307665,4286280,21385,3935894.996741117,-4.41,High
R&D,Jun-24,10511708,9933987,577721,12152437.04341926,0.51,Low
Energy Production,Sep-24,9780093,9999564,-219471,9872412.833612084,-0.34,High
Medical Research,Feb-24,,-,-867579,10509000.51665804,1.58,High
Defense Systems,Sep-24,9569724,2223638,7346086,-,,
Cybersecurity,Nov-24,7196580,2061908,5134672,5961701.038852151,12.26,Low
Administration,Jul-24,2993355,2541571,451784,2514144.727145101,12.27,High
Administration,Mar-24,6810705,7507209,-696504,7197362.647914665,2.17,Low
Medical Research,Apr-24,7767202,5535473,2231729,6014089.92042783,11.7,Medium
R&D,Jun-24,8074650,6536874,1537776,7813894.898785589,5.06,High
,Feb-24,5959609,6801255,-841646,,-2.41,High
Defense Systems,Apr-24,2518597,10114500,-7595903,1803669.166952864,5.55,Medium
Medical Research,Sep-24,11061496,8604672,2456824,9208562.501921982,10.96,Medium
Medical Research,Aug-24,11391009,3292388,8098621,9769009.497597901,14.67,Low
Cybersecurity,May-24,10723293,9339909,1383384,7916370.061374373,3.98,Medium
Energy Production,Dec-24,7947101,2335334,5611767,5930132.760679801,5.93,Medium
R&D,Jun-24,7681561,3435999,4245562,8772803.466213526,6.93,
Defense Systems,Nov-24,8541300,10535900,-1994600,7156186.094328334,9.4,High
R&D,Apr-24,8927673,4525528,4402145,8282815.465491085,13.23,High
Administration,-,3771341,5768929,-1997588,3561645.909954713,14.95,High
Cybersecurity,Jun-24,5045670,5630067,-584397,4048050.079975713,4.94,Low
Cybersecurity,Apr-24,7343877,,296731,nil,5.19,High
Energy Production,-,2492698,3331883,-839185,1975159.631139441,,Medium
Defense Systems,Apr-24,10972193,10936291,35902,9259727.982265458,3.4,High
Cybersecurity,Jun-24,7066904,8553378,-1486474,5848432.803222578,-,Medium
Cybersecurity,Jan-24,8393486,2428017,5965469,8401900.932826687,-3.33,Medium
R&D,Jan-24,4121904,1572459,2549445,3811173.191896354,-2.21,Medium
Cybersecurity,Dec-24,3782074,5420264,-1638190,3392501.144773041,-1.73,Medium
Defense Systems,Jul-24,4203929,2955421,1248508,4986057.678048473,12.67,High
Space Exploration,Oct-24,3242010,8435558,-5193548,2526471.740517999,-1.22,Low
Energy Production,Jan-24,3016975,5042000,,3308518.581778907,-2.14,High
Medical Research,Feb-24,10182405,2161940,8020465,9191109.892671041,13.02,High
Defense Systems,Oct-24,8884146,5785640,3098506,6892595.440007402,-4.22,
-,Jun-24,3471191,2045042,1426149,,12.41,High
Defense Systems,Jun-24,7513806,,703786,7894522.431331933,4.28,nil
Space Exploration,Aug-24,,10554300,1053627,11907822.52213414,11.17,Low
Energy Production,Oct-24,4024967,8423016,-4398049,4261027.227267434,11.35,Low
Tech Innovation,Jun-24,7764899,3691167,4073732,6632858.943956433,-3.43,Low
Defense Systems,Nov-24,10639478,9702505,936973,11521069.28462956,12,-
Administration,,8958051,7452241,1505810,7629281.941483544,13.39,Low
Administration,Dec-24,10826079,2962506,7863573,8750014.475572882,3.28,
Medical Research,Mar-24,8633008,6230581,2402427,6725149.810894111,9.73,
Cybersecurity,Jan-24,11205052,9741587,1463465,10272487.17097785,-2.47,Low
Energy Production,Aug-24,11506247,8242195,3264052,11248252.19992311,10.19,Low
Tech Innovation,Aug-24,,4379553,4560135,10506214.16207381,10.12,Medium
Space Exploration,May-24,6936274,1724310,5211964,6227490.871293969,12.51,Low
Administration,Jul-24,3425603,3464754,-39151,3456930.40081854,11.03,High
Defense Systems,Mar-24,9300535,5575596,3724939,10092332.37762112,11.03,Medium
Cybersecurity,Jul-24,2277536,8171696,-5894160,2682419.120483092,-3.41,Low
Space Exploration,Feb-24,2693574,10685280,-7991706,2744722.577932136,-3.23,Low
Defense Systems,Oct-24,3512625,6485870,-2973245,2953382.910813525,1.35,Medium
R&D,Oct-24,10784535,9020941,1763594,10381704.63746233,12.59,High
